Data;UF;Cidade;Regiao;CodigoEstacao;Latitude;Longitude;Altitude;ArquivoFonte;Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);Unnamed: 7;Unnamed: 6
20241031.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2024-10-31;11,0;38,8;998,8;25,0;6,4;1,5;;
20241130.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2024-11-30;7,0;3,6;997,3;25,5;7,1;1,7;;
20241231.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2024-12-31;20,0;59,8;997,0;25,9;7,3;1,8;;
20250131.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-01-31;17,0;98,2;996,6;26,3;6,6;1,2;;
20250228.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-02-28;16,0;353,2;996,2;25,8;6,6;1,6;;
20250331.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-03-31;18,0;174,8;997,0;25,8;7,0;1,2;;
20250430.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-04-30;20,0;70,2;996,4;26,0;6,7;0,9;;
20250531.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-05-31;18,0;278,0;998,5;25,0;6,1;1,1;;
20250630.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-06-30;28,0;239,0;999,8;24,3;6,1;0,9;;
20250731.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-07-31;22,0;253,6;1001,2;23,2;6,2;1,6;;
20250831.0;;CAMARATUBA;;A352;-6.56194444;-35.13527777;135.51;dados_A352_M_2008-05-03_2025-08-01.csv;2025-08-31;15,0;;1001,3;23,4;6,9;1,6;;
20040131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-01-31;21,0;498,0;1012,1;26,3;14,0;5,6;;
20040229.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-02-29;16,0;64,8;1013,5;27,0;11,0;5,4;;
20040331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-03-31;13,0;44,0;1013,3;27,2;13,9;5,7;;
20040430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-04-30;20,0;147,2;1014,3;26,9;14,0;5,7;;
20040531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-05-31;21,0;59,6;1015,9;26,4;11,1;5,5;;
20040630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-06-30;19,0;118,6;1019,1;25,6;12,9;6,6;;
20040731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-07-31;21,0;168,0;1018,6;24,5;14,5;7,2;;
20040831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-08-31;19,0;108,6;1019,8;24,0;14,0;6,2;;
20040930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-09-30;16,0;26,6;1018,5;24,8;12,6;6,9;;
20041031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-10-31;14,0;20,6;1015,4;25,7;11,7;6,8;;
20041130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-11-30;13,0;72,4;1014,1;26,1;12,9;7,0;;
20041231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2004-12-31;3,0;2,4;1013,6;26,7;11,1;6,9;;
20050131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-01-31;9,0;92,6;1012,5;26,8;12,8;6,2;;
20050228.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-02-28;10,0;;1012,5;27,1;14,7;5,8;;
20050331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-03-31;14,0;167,6;1013,4;27,4;9,6;4,9;;
20050430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-04-30;25,0;268,6;1014,5;26,7;13,6;5,0;;
20050531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-05-31;22,0;;1015,8;26,6;13,9;7,4;;
20050630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-06-30;21,0;119,2;1017,4;25,3;14,5;6,9;;
20050731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-07-31;11,0;;;24,6;13,0;;;
20050831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-08-31;14,0;;1019,1;24,8;12,7;7,1;;
20050930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-09-30;8,0;;1017,7;25,3;;;;
20051031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-10-31;3,0;;1015,9;25,9;11,4;0,3;;
20051130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-11-30;13,0;159,0;1013,8;26,0;0,0;0,0;;
20051231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2005-12-31;13,0;69,0;1012,9;26,6;0,0;0,0;;
20060131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-01-31;12,0;10,8;1014,0;27,4;0,0;;;
20060228.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-02-28;5,0;;1012,7;28,1;;;;
20060331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-03-31;10,0;39,0;1012,9;28,0;;;;
20060430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-04-30;18,0;;1012,9;27,6;;;;
20060531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-05-31;10,0;;;26,8;;;;
20060630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-06-30;24,0;292,6;1018,8;25,3;;;;
20060731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-07-31;18,0;52,0;1019,8;25,2;;;;
20060831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-08-31;22,0;24,2;1019,0;25,6;;;;
20060930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-09-30;1,0;;;;;;;
20061031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-10-31;1,0;;;;;;;
20061130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-11-30;13,0;93,8;1013,6;26,7;;;;
20061231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2006-12-31;3,0;9,8;1014,5;27,4;;;;
20070131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-01-31;8,0;22,6;1014,1;27,7;;;;
20070228.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-02-28;16,0;91,6;1013,8;27,3;;;;
20070331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-03-31;10,0;;;;;;;
20070430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-04-30;;;;;;;;
20070531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-05-31;;;;;;;;
20070630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-06-30;;;;;;;;
20070731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-07-31;9,0;;;;;;;
20070831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-08-31;14,0;;1020,0;24,8;;;;
20070930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-09-30;17,0;38,4;1020,1;24,5;13,5;7,7;;
20071031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-10-31;11,0;46,4;1016,8;25,1;13,4;7,1;;
20071130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-11-30;7,0;7,6;1014,2;25,7;12,4;7,1;;
20071231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2007-12-31;7,0;64,0;1013,9;25,9;12,6;6,7;;
20080131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-01-31;9,0;12,4;1013,7;26,4;12,6;6,5;;
20080229.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-02-29;8,0;106,2;1013,9;26,7;11,9;5,7;;
20080331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-03-31;16,0;;1013,1;27,0;11,8;5,5;;
20080430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-04-30;10,0;;1013,2;27,0;12,1;5,0;;
20080531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-05-31;20,0;109,2;1016,0;26,4;13,7;6,3;;
20080630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-06-30;24,0;59,0;1018,4;25,4;13,6;6,7;;
20080731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-07-31;21,0;48,6;1020,4;24,5;13,6;7,7;;
20080831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-08-31;15,0;39,2;1018,7;24,3;13,7;6,8;;
20080930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-09-30;11,0;21,4;1018,7;24,8;12,6;6,6;;
20081031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-10-31;8,0;22,0;1017,6;25,5;12,8;7,2;;
20081130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-11-30;5,0;18,2;1014,4;25,8;12,3;6,7;;
20081231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2008-12-31;17,0;112,0;1013,6;26,0;11,3;5,4;;
20090131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-01-31;13,0;48,2;1014,4;26,6;12,0;5,8;;
20090228.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-02-28;10,0;44,2;1013,9;27,0;12,5;6,0;;
20090331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-03-31;6,0;19,6;1012,9;27,3;;;;
20090430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-04-30;18,0;163,0;1014,6;26,8;;;;
20090531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-05-31;25,0;342,4;1016,2;25,9;;;;
20090630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-06-30;19,0;93,8;1018,3;26,3;13,4;;;
20090731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-07-31;18,0;46,2;1019,3;25,9;13,5;6,1;;
20090831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-08-31;20,0;27,2;1019,2;25,7;12,8;;;
20090930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-09-30;10,0;;;;;;;
20091031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-10-31;9,0;;1014,1;26,7;;;;
20091130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-11-30;8,0;12,8;1014,7;27,0;;;;
20091231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2009-12-31;2,0;4,8;1014,6;27,6;;;;
20100131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-01-31;16,0;62,8;1015,0;27,8;;;;
20100228.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-02-28;12,0;19,4;1014,6;28,6;;;;
20100331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-03-31;14,0;93,4;1013,9;28,3;;;;
20100430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-04-30;26,0;476,4;1014,9;27,7;;;;
20100531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-05-31;18,0;157,8;1015,8;27,5;;;;
20100630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-06-30;8,0;;;26,4;;;;
20100731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-07-31;;;;;;;;
20100831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-08-31;22,0;55,8;1020,7;25,9;14,1;7,0;;
20100930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-09-30;20,0;42,2;1019,2;26,5;;;;
20101031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-10-31;9,0;79,2;1015,7;28,2;;;;
20101130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-11-30;2,0;0,6;1014,0;29,1;;;;
20101231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2010-12-31;7,0;27,8;1012,3;29,2;;;;
20110131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-01-31;14,0;101,6;1013,5;29,5;;;;
20110228.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-02-28;10,0;17,8;1014,1;30,2;;;;
20110331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-03-31;14,0;267,2;1013,1;29,3;;;;
20110430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-04-30;22,0;286,8;1014,9;28,7;;;;
20110531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-05-31;25,0;140,0;1016,7;27,2;;;;
20110630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-06-30;18,0;76,0;1018,6;26,4;;;;
20110731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-07-31;17,0;31,4;1019,7;26,2;;;;
20110831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-08-31;14,0;34,2;1020,0;26,3;;;;
20110930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-09-30;13,0;16,0;1020,9;26,6;;;;
20111031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-10-31;15,0;133,2;1015,7;27,4;;;;
20111130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-11-30;;;1015,6;27,5;;;;
20111231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2011-12-31;7,0;60,2;1014,8;27,3;12,2;;;
20120131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-01-31;12,0;29,0;1015,5;26,5;11,3;5,9;;
20120229.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-02-29;11,0;;;26,6;13,5;;;
20120331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-03-31;14,0;66,8;1015,8;26,8;10,8;5,9;;
20120430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-04-30;12,0;33,2;1015,8;26,8;10,2;5,2;;
20120531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-05-31;16,0;;1017,6;26,0;12,9;6,1;;
20120630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-06-30;4,0;;;;;;;
20120731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-07-31;17,0;68,8;1016,7;24,5;12,6;5,9;;
20120831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-08-31;24,0;44,2;1018,5;24,2;13,8;7,6;;
20120930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-09-30;11,0;12,2;1017,2;24,5;14,2;6,4;;
20121031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-10-31;12,0;36,2;1014,3;25,0;12,1;6,7;;
20121130.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-11-30;8,0;61,6;1011,1;25,3;10,6;5,2;;
20121231.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2012-12-31;7,0;4,0;1011,4;26,2;9,9;5,9;;
20130131.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-01-31;14,0;15,2;1012,0;26,4;10,7;5,6;;
20130228.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-02-28;10,0;42,2;1012,0;27,1;12,0;6,3;;
20130331.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-03-31;13,0;63,4;1012,0;27,2;10,7;5,7;;
20130430.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-04-30;16,0;150,2;1012,5;26,8;14,3;6,4;;
20130531.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-05-31;18,0;95,6;1013,8;26,1;13,4;5,4;;
20130630.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-06-30;22,0;170,6;1015,1;25,4;11,7;4,8;;
20130731.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-07-31;23,0;97,4;1016,7;25,1;14,9;6,0;;
20130831.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-08-31;19,0;126,2;1016,4;24,6;13,0;6,2;;
20130930.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-09-30;15,0;39,4;1015,9;25,1;13,4;6,4;;
20131031.0;;AREMBEPE;;A403;-12.762552;-38.16906;4.87;dados_A403_M_2004-01-01_2013-10-12.csv;2013-10-31;4,0;;;;;;;
20040131.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-01-31;18,0;;926,2;22,8;13,2;2,5;;
20040229.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-02-29;21,0;284,0;927,8;23,2;6,0;0,1;;
20040331.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-03-31;23,0;271,6;927,5;23,2;0,0;0,0;;
20040430.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-04-30;11,0;57,8;928,0;23,8;6,9;0,5;;
20040531.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-05-31;1,0;1,0;929,3;23,3;7,7;3,2;;
20040630.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-06-30;1,0;;932,0;21,2;7,8;3,6;;
20040731.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-07-31;0,0;0,0;930,7;20,8;8,8;3,5;;
20040831.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-08-31;0,0;0,0;930,9;22,5;8,2;3,4;;
20040930.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-09-30;1,0;;928,8;24,2;7,8;3,6;;
20041031.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-10-31;11,0;39,4;926,8;25,3;7,9;3,2;;
20041130.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-11-30;10,0;114,0;926,3;25,2;8,8;3,3;;
20041231.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2004-12-31;2,0;;;;10,4;;;
20050131.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-01-31;;;;;8,7;;;
20050228.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-02-28;;;;;;;;
20050331.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-03-31;11,0;;;23,6;7,5;;;
20050430.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-04-30;3,0;;;23,7;7,6;;;
20050531.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-05-31;1,0;0,2;929,2;22,1;8,1;3,3;;
20050630.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-06-30;;;;;;;;
20050731.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-07-31;;;931,9;21,1;7,2;3,4;;
20050831.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-08-31;;;930,4;22,7;9,0;3,6;;
20050930.0;;LUIZ EDUARDO MAGALHAES;;A404;-12.1525;-45.82972221;760.68;dados_A404_M_2004-01-01_2025-08-01.csv;2005-09-30;;;;;;;;
