Data;UF;Cidade;Regiao;CodigoEstacao;Latitude;Longitude;Altitude;ArquivoFonte;Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);Unnamed: 7;Unnamed: 6
20160229.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-02-29;19,0;150,6;989,4;25,8;5,9;0,6;;
20160331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-03-31;6,0;25,4;990,6;25,9;4,5;0,8;;
20160430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-04-30;1,0;67,2;990,3;25,3;6,6;0,9;;
20160531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-05-31;1,0;39,8;992,5;24,3;3,6;0,9;;
20160630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-06-30;1,0;8,8;994,2;23,0;4,6;0,9;;
20160731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-07-31;;;992,5;24,0;4,1;0,6;;
20160831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-08-31;1,0;14,2;991,6;24,7;5,5;0,6;;
20160930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-09-30;2,0;43,8;992,0;24,5;5,3;0,6;;
20161031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-10-31;;;989,2;25,3;4,8;0,5;;
20161130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-11-30;;;988,1;25,4;5,3;0,6;;
20161231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2016-12-31;;;988,8;25,2;4,1;0,5;;
20170131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-01-31;;;989,9;24,5;4,2;0,3;;
20170228.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-02-28;;;989,3;25,0;4,4;0,4;;
20170331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-03-31;;;989,7;24,7;4,0;0,3;;
20170430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-04-30;;;990,5;24,8;4,6;0,4;;
20170531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-05-31;;;990,9;25,2;4,5;0,3;;
20170630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-06-30;;;;;4,4;;;
20170731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-07-31;;;994,1;22,6;5,1;0,5;;
20170831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-08-31;;;991,0;25,2;4,6;0,5;;
20170930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-09-30;;;991,0;25,4;4,6;0,4;;
20171031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-10-31;;;989,2;25,8;5,2;0,6;;
20171130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-11-30;;;987,9;25,5;5,3;0,4;;
20171231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2017-12-31;;;988,4;25,2;3,9;0,4;;
20180131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-01-31;;;989,2;25,1;4,2;0,4;;
20180228.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-02-28;;;989,1;24,8;4,6;0,3;;
20180331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-03-31;;;989,4;25,0;5,4;0,4;;
20180430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-04-30;;;;;4,1;;;
20180531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-05-31;;;;;;;;
20180630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-06-30;;;;;3,8;;;
20180731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-07-31;;;;;3,7;;;
20180831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-08-31;;;;;3,0;;;
20180930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-09-30;;;989,8;25,4;4,2;0,5;;
20181031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-10-31;;;988,8;25,9;5,2;0,3;;
20181130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-11-30;;;988,1;25,4;6,0;0,4;;
20181231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2018-12-31;;;990,2;25,1;3,6;0,4;;
20190131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-01-31;;;990,3;25,3;4,6;0,3;;
20190228.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-02-28;;;;;3,6;;;
20190331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-03-31;;;;;4,2;;;
20190430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-04-30;;;;;3,8;;;
20190531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-05-31;;;;;;;;
20190630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-06-30;2,0;;;24,8;2,9;;;
20190731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-07-31;7,0;37,4;993,2;23,2;3,8;0,8;;
20190831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-08-31;4,0;39,0;993,6;23,7;5,2;0,8;;
20190930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-09-30;14,0;102,8;990,8;26,0;5,1;0,9;;
20191031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-10-31;22,0;131,4;990,1;24,9;5,2;0,8;;
20191130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-11-30;20,0;236,4;988,3;25,1;5,0;0,7;;
20191231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2019-12-31;25,0;291,2;989,0;25,1;5,3;0,7;;
20200131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-01-31;21,0;233,8;989,5;25,6;4,7;0,8;;
20200229.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-02-29;23,0;227,0;990,0;25,2;4,1;0,6;;
20200331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-03-31;27,0;217,6;989,6;25,4;5,1;0,5;;
20200430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-04-30;22,0;205,2;991,5;24,6;3,7;0,4;;
20200531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-05-31;16,0;107,4;992,8;23,7;4,0;0,5;;
20200630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-06-30;8,0;;991,9;24,3;2,7;0,5;;
20200731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-07-31;8,0;13,0;991,6;24,2;3,3;0,6;;
20200831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-08-31;2,0;11,6;991,4;24,0;5,6;0,7;;
20200930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-09-30;11,0;149,2;990,5;25,7;5,5;0,7;;
20201031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-10-31;19,0;140,4;989,7;25,6;6,1;0,8;;
20201130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-11-30;18,0;173,2;988,8;25,9;5,0;0,7;;
20201231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2020-12-31;25,0;295,6;989,3;24,8;4,3;0,7;;
20210131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-01-31;25,0;262,6;989,2;24,7;5,1;0,7;;
20210228.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-02-28;26,0;514,4;989,2;24,9;5,0;0,6;;
20210331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-03-31;26,0;263,0;989,8;24,5;5,1;0,7;;
20210430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-04-30;22,0;152,8;990,3;24,8;3,6;0,7;;
20210531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-05-31;14,0;110,2;992,0;24,2;4,3;0,6;;
20210630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-06-30;5,0;;992,4;;5,5;0,6;;
20210731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-07-31;3,0;;994,0;22,7;4,6;0,7;;
20210831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-08-31;1,0;1,6;991,8;24,9;3,4;0,7;;
20210930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-09-30;9,0;126,4;991,1;25,7;4,5;0,7;;
20211031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-10-31;14,0;292,2;989,7;25,6;4,4;0,7;;
20211130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-11-30;16,0;281,0;988,7;25,3;3,5;0,7;;
20211231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2021-12-31;25,0;360,8;988,2;25,4;3,9;0,7;;
20220131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-01-31;17,0;301,4;989,1;25,5;4,9;0,6;;
20220228.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-02-28;24,0;502,8;989,6;24,7;3,7;0,6;;
20220331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-03-31;22,0;339,4;989,4;24,8;4,7;0,6;;
20220430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-04-30;23,0;218,4;990,2;24,6;3,4;0,6;;
20220531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-05-31;15,0;185,8;992,5;23,7;3,8;0,6;;
20220630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-06-30;3,0;;;22,8;3,3;;;
20220731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-07-31;1,0;;991,3;;3,3;0,6;;
20220831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-08-31;9,0;32,2;992,2;23,9;5,4;0,7;;
20220930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-09-30;4,0;18,4;990,4;25,8;4,3;0,9;;
20221031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-10-31;16,0;173,6;989,5;25,8;4,1;0,8;;
20221130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-11-30;14,0;189,6;989,7;24,8;5,5;0,7;;
20221231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2022-12-31;20,0;278,8;988,9;25,1;7,8;0,7;;
20230131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-01-31;21,0;315,2;990,3;24,6;4,7;0,8;;
20230228.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-02-28;16,0;297,8;990,5;24,7;4,8;0,7;;
20230331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-03-31;22,0;338,8;990,3;25,1;4,6;0,6;;
20230430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-04-30;21,0;176,8;990,2;25,1;3,4;0,6;;
20230531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-05-31;8,0;;;;3,8;;;
20230630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-06-30;;;;;3,7;;;
20230731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-07-31;;;;;;;;
20230831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-08-31;;;;;;;;
20230930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-09-30;;;;;;;;
20231031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-10-31;;;;;;;;
20231130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-11-30;;;;;;;;
20231231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2023-12-31;;;;;;;;
20240131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-01-31;;;;;;;;
20240229.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-02-29;;;;;;;;
20240331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-03-31;;;;;;;;
20240430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-04-30;;;;;;;;
20240531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-05-31;;;;;;;;
20240630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-06-30;;;;;;;;
20240731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-07-31;;;;;;;;
20240831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-08-31;;;;;;;;
20240930.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-09-30;;;;;;;;
20241031.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-10-31;;;;;;;;
20241130.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-11-30;;;;;;;;
20241231.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2024-12-31;;;;;;;;
20250131.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-01-31;;;;;;;;
20250228.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-02-28;;;;;;;;
20250331.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-03-31;;;;;;;;
20250430.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-04-30;;;;;;;;
20250531.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-05-31;;;;;;;;
20250630.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-06-30;;;;;;;;
20250731.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-07-31;;;;;;;;
20250831.0;;PARQUE ESTADUAL CHANDLESS;;A102;-9.35833333;-69.92638888;184.51;dados_A102_M_2008-08-04_2025-08-01.csv;2025-08-31;;;;;;;;
20080630.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2008-06-30;1,0;;;;;;;
20080731.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2008-07-31;21,0;78,8;1006,9;25,1;6,5;0,7;;
20080831.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2008-08-31;17,0;144,0;1004,9;26,0;8,1;0,7;;
20080930.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2008-09-30;19,0;122,6;1005,5;25,9;4,1;0,7;;
20081031.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2008-10-31;17,0;128,2;1004,7;26,1;5,6;0,8;;
20081130.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2008-11-30;6,0;;;;5,4;;;
20081231.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2008-12-31;3,0;;;;5,8;;;
20090131.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-01-31;1,0;;;;4,2;;;
20090228.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-02-28;5,0;;;;4,5;;;
20090331.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-03-31;4,0;;;;3,4;;;
20090430.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-04-30;12,0;;;;3,9;;;
20090531.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-05-31;14,0;;1006,1;25,6;4,9;0,7;;
20090630.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-06-30;11,0;;;25,4;3,9;;;
20090731.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-07-31;22,0;74,2;1006,4;25,8;6,8;0,7;;
20090831.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-08-31;11,0;36,4;1005,3;26,6;5,0;0,7;;
20090930.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-09-30;12,0;93,2;1005,3;27,0;5,5;0,8;;
20091031.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-10-31;9,0;42,2;1003,3;27,4;4,3;0,7;;
20091130.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-11-30;6,0;79,4;1002,2;27,8;4,7;0,9;;
20091231.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2009-12-31;18,0;240,0;1003,9;26,4;4,4;0,7;;
20100131.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2010-01-31;21,0;264,0;1004,5;26,0;5,4;0,7;;
20100228.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2010-02-28;23,0;231,6;1003,7;26,2;4,8;0,6;;
20100331.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2010-03-31;23,0;152,4;1004,4;26,6;5,4;0,8;;
20100430.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2010-04-30;25,0;486,2;1005,1;25,8;3,8;0,4;;
20100531.0;;RIO URUBU;;A125;-2.6336111;-59.60055555;112.84;dados_A125_M_2008-06-25_2025-08-01.csv;2010-05-31;25,0;232,8;1005,6;26,1;4,8;0,5;;
