;score;is_outlier
0;0,19225012713530037;False
1;0,13363005378016568;False
2;-0,05159614222703646;True
3;0,14975810857180333;False
4;0,12639905338835744;False
5;0,18854704684405565;False
6;0,18126504700040952;False
7;0,08566573290716717;False
8;0,18835342855892423;False
9;0,14012900134879724;False
10;0,18014242580809914;False
11;0,18544424882157268;False
12;0,11524973303851288;False
13;0,16094350778363808;False
14;0,10446596833862482;False
15;0,20209972895538342;False
16;0,17435786002128412;False
17;-0,041815050357984385;True
18;0,17815570957703858;False
19;0,08308192805538994;False
20;0,1633565139816654;False
21;0,15274749427297551;False
22;0,09340337939261856;False
23;0,15464811794091732;False
24;0,01306999927223984;False
25;0,17877410260863213;False
26;0,13298002906772927;False
27;0,10959809486032429;False
28;0,12923394812863764;False
29;0,0567230638900057;False
30;0,17349597112971882;False
31;0,07368308992809469;False
32;0,10472699895583815;False
33;0,04810160822638243;False
34;0,013773773302736214;False
35;0,1644617628339577;False
36;0,06143834900339973;False
37;0,11121718145152781;False
38;0,06915601487702905;False
39;0,05101403417470196;False
40;0,1605933943909773;False
41;0,03419751085036926;False
42;-0,061237147109572065;True
43;0,04058948573367804;False
44;0,04091189390379402;False
45;0,1762947896092386;False
46;0,035203200708451954;False
47;0,09763286936818227;False
48;0,04378961537798487;False
49;0,10039022232170847;False
50;0,1858111517453102;False
51;0,03968889264216002;False
52;0,0479272239239954;False
53;0,13195019877860498;False
54;0,12737894394519278;False
55;0,18349884974620545;False
56;0,07825003609649828;False
57;0,08418588591683251;False
58;0,16668722668941865;False
59;0,10809536186413521;False
60;0,2004532975842288;False
61;0,10405694583481956;False
62;0,1208180823386138;False
63;0,18071185333609485;False
64;0,14948788527939783;False
65;0,1760962787674994;False
66;0,12522806405785764;False
67;0,11703637326524302;False
68;0,17050799867983135;False
69;0,15960165977096713;False
70;0,19596572192743833;False
71;0,1747751591827294;False
72;0,11388964195208306;False
73;0,17530030212892012;False
74;0,1557113321381957;False
75;0,18052708992258593;False
76;0,18781306490263283;False
77;0,11423027992560897;False
78;0,168239288472406;False
79;0,10795008356226782;False
80;0,18020477616136593;False
81;0,14727787103540685;False
82;0,0875013994389211;False
83;0,1706466469134062;False
84;0,12228083218539743;False
85;0,16545659915995875;False
86;0,1417816884947256;False
87;0,049772343974738065;False
88;0,15874092752621338;False
89;0,13500898835283848;False
90;0,16411063182886265;False
91;0,12018375968786627;False
92;0,0510961623078271;False
93;0,15048504780106503;False
94;0,08298838114210039;False
95;0,1772833436469471;False
96;0,0880371492785702;False
97;0,09391700313552209;False
98;0,15183610467049613;False
99;-0,011049900449228933;True
100;0,16402410527943884;False
101;0,09958843641649745;False
102;0,07214206917204269;False
103;0,13360367473298912;False
104;0,035021979223851196;False
105;0,11911038991051592;False
106;0,102215221977419;False
107;0,0966705532242913;False
108;0,1304457646202168;False
109;0,06815673101963426;False
110;0,09107929378507229;False
111;0,11885431411658087;False
112;0,08722062700571565;False
113;0,11681596208387651;False
114;0,05417508464274112;False
115;0,2022238401341565;False
116;0,18178543978374667;False
117;0,0985597453330409;False
118;0,13281896516926056;False
119;0,1231549781128875;False
120;0,18707364518866587;False
121;0,15305547062095376;False
122;0,08537063547323176;False
123;0,15062093171742602;False
124;0,140853141304342;False
125;0,1889573480481782;False
126;0,16131257165373436;False
127;0,08986695997648364;False
128;0,11895353596385333;False
129;0,16287760427709425;False
130;0,19673200303589872;False
131;0,2020007480572425;False
132;0,1265465751886185;False
133;0,1365575755596003;False
134;0,1633248395442442;False
135;0,08673514250549286;False
136;0,18381816381640764;False
137;0,10400289397101359;False
138;0,06577800264376732;False
139;0,15183029655856994;False
140;0,08769752698102384;False
141;0,12834206814295251;False
142;0,10655527122951552;False
143;-0,00506064105234838;True
144;0,1433584660034693;False
145;0,16158408428247062;False
146;0,16155899600106222;False
147;-0,061348656776654464;True
148;0,15336983432366885;False
149;0,0503404398352818;False
150;0,17015056987679977;False
151;0,16055739061315538;False
152;0,0988213713605896;False
