MesAno;Regiao;Consumo;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);Estacao;Consumo_clean;MesAno_str;Ano;Mes;lag1;lag12;roll3;Consumo_wins
2005-01;Centro-Oeste;526993,9;239,0;2272,0;952,325;24,9;6,591666666666666;1,7916666666666667;verão;526993,9;2005-01;2005;1;513252,4;506540,4;516132,3;526993,9
2005-02;Centro-Oeste;511087,2;123,0;762,0;954,28;25,30909090909091;5,963636363636363;1,77;verão;511087,2;2005-02;2005;2;526993,9;472102,6;515313,5666666667;511087,2
2005-03;Centro-Oeste;520203,2;172,0;1979,2;956,3;24,816666666666663;6,233333333333333;1,6272727272727272;outono;520203,2;2005-03;2005;3;511087,2;493180,9;517111,1666666667;520203,2
2005-04;Centro-Oeste;531746,5;97,0;464,4;955,6;24,966666666666665;5,88;1,7999999999999998;outono;531746,5;2005-04;2005;4;520203,2;506070,9;519428,10000000003;531746,5
2005-05;Centro-Oeste;505927,3;26,0;51,2;952,311111111111;23,7;6,459999999999999;1,9666666666666663;outono;505927,3;2005-05;2005;5;531746,5;492808,3;521012,3;505927,3
2005-06;Centro-Oeste;517429,1;26,0;100,8;953,6111111111112;22,75555555555556;5,811111111111111;1,9888888888888887;inverno;517429,1;2005-06;2005;6;505927,3;466358,8;519292,3333333333;517429,1
2005-07;Centro-Oeste;501666,5;6,0;19,8;955,4333333333332;22,4;6,366666666666666;2,1888888888888887;inverno;501666,5;2005-07;2005;7;517429,1;470539,0;518367,6333333333;501666,5
2005-08;Centro-Oeste;507765,4;24,0;157,0;954,8333333333334;24,508333333333336;6,716666666666666;2,091666666666667;inverno;507765,4;2005-08;2005;8;501666,5;479191,7;508340,9666666666;507765,4
2005-09;Centro-Oeste;539782,9;74,0;408,0;954,0214285714284;24,37142857142857;7,628571428571428;2,4714285714285715;primavera;539782,9;2005-09;2005;9;507765,4;514970,9;508953,6666666667;539782,9
2005-10;Centro-Oeste;546683,4;110,0;412,8;956,9230769230768;26,684615384615384;8,678571428571429;1,9538461538461536;primavera;546683,4;2005-10;2005;10;539782,9;529450,1;516404,93333333335;546683,4
2005-11;Centro-Oeste;550947,7999999999;165,0;943,2;945,5625;24,827272727272728;6,585714285714286;1,875;primavera;550947,7999999999;2005-11;2005;11;546683,4;505694,4;531410,5666666668;550947,7999999999
2005-12;Centro-Oeste;528775,1;270,0;3292,4;950,3928571428572;24,40714285714285;7,214285714285714;1,9214285714285717;verão;528775,1;2005-12;2005;12;550947,7999999999;513252,4;545804,7;528775,1
2006-01;Centro-Oeste;527223,7;206,0;1783,4;949,8230769230768;25,142857142857142;7,35;1,907692307692308;verão;527223,7;2006-01;2006;1;528775,1;526993,9;542135,4333333332;527223,7
2006-02;Centro-Oeste;533084,2;193,0;0,0;949,6615384615384;24,72307692307692;6,928571428571429;1,676923076923077;verão;533084,2;2006-02;2006;2;527223,7;511087,2;535648,8666666667;533084,2
2006-03;Centro-Oeste;531347,1;249,0;2768,6;950,1307692307691;24,66923076923077;6,192857142857143;1,6307692307692307;outono;531347,1;2006-03;2006;3;533084,2;520203,2;529694,3333333334;531347,1
2006-04;Centro-Oeste;555793,7999999999;127,0;0,0;949,2333333333332;24,03333333333333;5,815384615384615;1,7166666666666668;outono;555793,7999999999;2006-04;2006;4;531347,1;531746,5;530551,6666666666;555793,7999999999
2006-05;Centro-Oeste;527020,4;18,0;0,0;911,45;21,84166666666667;5,276923076923077;;outono;527020,4;2006-05;2006;5;555793,7999999999;505927,3;540075,0333333332;527020,4
2006-06;Centro-Oeste;514691,7;27,0;124,6;953,1083333333332;22,1;6,038461538461538;2,1166666666666667;inverno;514691,7;2006-06;2006;6;527020,4;517429,1;538053,7666666667;514691,7
2006-07;Centro-Oeste;511993,0;31,0;132,2;953,1666666666666;22,566666666666663;7,375;2,075;inverno;511993,0;2006-07;2006;7;514691,7;501666,5;532501,9666666667;511993,0
2006-08;Centro-Oeste;534089,0;30,0;193,0;945,1444444444444;24,12;7,030769230769232;2,2444444444444445;inverno;534089,0;2006-08;2006;8;511993,0;507765,4;517901,7;534089,0
2006-09;Centro-Oeste;563954,6;109,0;487,2000000000001;946,39;24,684615384615384;7,546153846153846;2,4222222222222225;primavera;563954,6;2006-09;2006;9;534089,0;539782,9;520257,9000000001;563954,6
2006-10;Centro-Oeste;563013,1;264,0;2729,8;950,4785714285716;24,764285714285712;7,057142857142857;1,8357142857142856;primavera;563013,1;2006-10;2006;10;563954,6;546683,4;536678,8666666667;563013,1
2006-11;Centro-Oeste;582829,6;333,0;2957,0;959,0565217391304;25,316666666666663;7,274999999999999;1,9130434782608696;primavera;582829,6;2006-11;2006;11;563013,1;550947,7999999999;553685,5666666668;582829,6
2006-12;Centro-Oeste;556938,9;576,0;6676,8;959,162962962963;25,00714285714286;6,651724137931034;1,7884615384615383;verão;556938,9;2006-12;2006;12;582829,6;528775,1;569932,4333333333;556938,9
2007-01;Centro-Oeste;562552,0;740,0;8003,0;958,178125;25,08125;7,440625;1,81875;verão;562552,0;2007-01;2007;1;556938,9;527223,7;567593,8666666667;562552,0
2007-02;Centro-Oeste;550066,0;600,0;7003,8;958,2151515151514;24,803125;7,33030303030303;1,8212121212121213;verão;550066,0;2007-02;2007;2;562552,0;533084,2;567440,1666666666;550066,0
2007-03;Centro-Oeste;552290,0;383,0;3387,4;958,990625;25,48125;6,675757575757576;1,628125;outono;552290,0;2007-03;2007;3;550066,0;531347,1;556518,9666666667;552290,0
2007-04;Centro-Oeste;596991,0;309,0;2428,2;959,375;25,015625;6,565625;1,615625;outono;596991,0;2007-04;2007;4;552290,0;555793,7999999999;554969,3333333334;596991,0
2007-05;Centro-Oeste;553266,0;167,0;1162,2;958,8;21,993548387096773;6,657575757575757;1,8866666666666667;outono;553266,0;2007-05;2007;5;596991,0;527020,4;566449,0;553266,0
2007-06;Centro-Oeste;536836,0;47,0;48,2;955,8944444444444;22,01944444444445;6,1675;1,7722222222222224;inverno;536836,0;2007-06;2007;6;553266,0;514691,7;567515,6666666666;536836,0
2007-07;Centro-Oeste;533647,0;127,0;761,6;956,2945945945946;21,610256410256408;8,019512195121951;2,0486486486486486;inverno;533647,0;2007-07;2007;7;536836,0;511993,0;562364,3333333334;533647,0
2007-08;Centro-Oeste;537771,0;40,0;190,6;955,939024390244;22,83;7,364285714285715;2,3125;inverno;537771,0;2007-08;2007;8;533647,0;534089,0;541249,6666666666;537771,0
2007-09;Centro-Oeste;579422,0;70,0;334,6;954,7575;26,2375;7,906818181818181;2,3;primavera;579422,0;2007-09;2007;9;537771,0;563954,6;536084,6666666666;579422,0
2007-10;Centro-Oeste;604146,0;423,0;3692,0;954,3976744186048;26,235714285714288;8,363043478260868;2,0604651162790697;primavera;604146,0;2007-10;2007;10;579422,0;563013,1;550280,0;604146,0
2007-11;Centro-Oeste;591274,0;636,0;5081,6;950,9714285714286;25,034146341463416;8,299999999999999;2,1069767441860465;primavera;591274,0;2007-11;2007;11;604146,0;582829,6;573779,6666666666;591274,0
2007-12;Centro-Oeste;572267,0;794,0;7925,2;952,2837209302324;24,67727272727273;7,224;1,8;verão;572267,0;2007-12;2007;12;591274,0;556938,9;591614,0;572267,0
2008-01;Centro-Oeste;583757,0;952,0;12352,6;949,32;24,09777777777778;7,206122448979592;1,8130434782608695;verão;583757,0;2008-01;2008;1;572267,0;562552,0;589229,0;583757,0
2008-02;Centro-Oeste;580367,0;943,0;11118,0;950,308;24,03469387755102;6,8886792452830194;1,66;verão;580367,0;2008-02;2008;2;583757,0;550066,0;582432,6666666666;580367,0
2008-03;Centro-Oeste;556939,0;889,0;9547,8;950,0346938775508;23,968627450980392;6,223214285714286;1,55;outono;556939,0;2008-03;2008;3;580367,0;552290,0;578797,0;556939,0
2008-04;Centro-Oeste;578792,0;775,0;6870,6;950,9981132075472;23,7375;6,18813559322034;1,512962962962963;outono;578792,0;2008-04;2008;4;556939,0;596991,0;573687,6666666666;578792,0
2008-05;Centro-Oeste;576659,0;306,0;1409,2;955,261403508772;21,98245614035088;6,142622950819672;1,627586206896552;outono;576659,0;2008-05;2008;5;578792,0;553266,0;572032,6666666666;576659,0
2008-06;Centro-Oeste;568337,0;193,0;228,2;957,345;21,229508196721312;5,901492537313432;1,681967213114754;inverno;568337,0;2008-06;2008;6;576659,0;536836,0;570796,6666666666;568337,0
2008-07;Centro-Oeste;546183,0;58,0;181,0;959,191935483871;22,155;6,40625;1,9015873015873013;inverno;546183,0;2008-07;2008;7;568337,0;533647,0;574596,0;546183,0
2008-08;Centro-Oeste;591435,0;178,0;1299,4;954,8245614035088;24,394915254237286;6,975384615384615;2,075862068965517;inverno;591435,0;2008-08;2008;8;546183,0;537771,0;563726,3333333334;591435,0
2008-09;Centro-Oeste;618394,0;329,0;1807,8;956,4649122807018;24,801666666666662;7,833333333333333;2,2293103448275864;primavera;618394,0;2008-09;2008;9;591435,0;579422,0;568651,6666666666;618394,0
2008-10;Centro-Oeste;625417,0;686,0;5935,8;954,2179104477613;25,94393939393939;8,674647887323943;2,1611940298507464;primavera;625417,0;2008-10;2008;10;618394,0;604146,0;585337,3333333334;625417,0
2008-11;Centro-Oeste;660058,0;1039,0;11498,0;953,1848484848484;25,070149253731344;7,637499999999999;1,7772727272727271;primavera;660058,0;2008-11;2008;11;625417,0;591274,0;611748,6666666666;660058,0
2008-12;Centro-Oeste;609814,0;1174,0;13116,6;951,8969230769231;24,666666666666668;6,669014084507042;1,746875;verão;609814,0;2008-12;2008;12;660058,0;572267,0;634623,0;609814,0
2009-01;Centro-Oeste;650865,0;1034,0;12500,2;952,9;24,61692307692308;7,061428571428571;1,689230769230769;verão;650865,0;2009-01;2009;1;609814,0;583757,0;631763,0;650865,0
2009-02;Centro-Oeste;601070,0;1048,0;11065,0;953,8063492063492;24,708064516129035;6,872857142857143;1,595081967213115;verão;601070,0;2009-02;2009;2;650865,0;580367,0;640245,6666666666;601070,0
2009-03;Centro-Oeste;618907,0;1104,0;10063,0;954,714705882353;24,953846153846158;6,951470588235294;1,4212121212121211;outono;618907,0;2009-03;2009;3;601070,0;556939,0;620583,0;618907,0
2009-04;Centro-Oeste;640315,0;731,0;6160,2;954,14;24,0875;5,736764705882353;1,3903225806451611;outono;640315,0;2009-04;2009;4;618907,0;578792,0;623614,0;640315,0
2009-05;Centro-Oeste;625858,0;498,0;2699,2;956,071212121212;22,8703125;5,902985074626866;1,473015873015873;outono;625858,0;2009-05;2009;5;640315,0;576659,0;620097,3333333334;625858,0
2009-06;Centro-Oeste;594716,0;374,0;1720,8;956,824193548387;21,05625;5,6;1,5542372881355933;inverno;594716,0;2009-06;2009;6;625858,0;568337,0;628360,0;594716,0
2009-07;Centro-Oeste;592316,0;245,0;1211,2;956,8242424242424;22,13125;6,75;1,6952380952380952;inverno;592316,0;2009-07;2009;7;594716,0;546183,0;620296,3333333334;592316,0
2009-08;Centro-Oeste;620129,0;316,0;2595,0;955,68125;23,322950819672133;6,956451612903226;1,97;inverno;620129,0;2009-08;2009;8;592316,0;591435,0;604296,6666666666;620129,0
2009-09;Centro-Oeste;649506,0;608,0;4195,8;954,228125;24,648387096774197;7,7296875;1,9524590163934423;primavera;649506,0;2009-09;2009;9;620129,0;618394,0;602387,0;649506,0
2009-10;Centro-Oeste;658857,0;869,0;9463,4;952,1;24,9015625;7,9359375;1,713114754098361;primavera;658857,0;2009-10;2009;10;649506,0;625417,0;620650,3333333334;658857,0
2009-11;Centro-Oeste;665609,0;950,0;9626,6;951,0688524590164;25,473333333333336;7,006349206349206;1,719642857142857;primavera;665609,0;2009-11;2009;11;658857,0;660058,0;642830,6666666666;665609,0
2009-12;Centro-Oeste;655034,0;1162,0;15000,2;951,6278688524592;24,4;7,23125;1,707142857142857;verão;655034,0;2009-12;2009;12;665609,0;609814,0;657990,6666666666;655034,0
2010-01;Centro-Oeste;686131,0;1040,0;11533,4;951,4;24,76315789473684;6,885245901639344;1,569811320754717;verão;686131,0;2010-01;2010;1;655034,0;650865,0;659833,3333333334;686131,0
2010-02;Centro-Oeste;654256,0;775,0;7531,8;952,574074074074;25,45818181818182;6,76551724137931;1,54;verão;654256,0;2010-02;2010;2;686131,0;601070,0;668924,6666666666;654256,0
2010-03;Centro-Oeste;685415,0;890,0;9118,6;950,6912280701756;25,190163934426227;6,762903225806451;1,5018181818181815;outono;685415,0;2010-03;2010;3;654256,0;618907,0;665140,3333333334;685415,0
2010-04;Centro-Oeste;688573,0;419,0;3325,2;953,4532258064517;24,22741935483871;5,99375;1,4733333333333334;outono;688573,0;2010-04;2010;4;685415,0;640315,0;675267,3333333334;688573,0
2010-05;Centro-Oeste;669588,0;378,0;2428,2;954,0;22,20169491525424;5,833870967741936;1,4293103448275863;outono;669588,0;2010-05;2010;5;688573,0;625858,0;676081,3333333334;669588,0
2010-06;Centro-Oeste;667520,0;149,0;341,8;956,4819672131148;22,21692307692308;5,9734375;1,5175438596491229;inverno;667520,0;2010-06;2010;6;669588,0;594716,0;681192,0;667520,0
2010-07;Centro-Oeste;635114,0;114,0;365,8;957,6153846153846;22,01029411764706;6,768656716417911;1,8;inverno;635114,0;2010-07;2010;7;667520,0;592316,0;675227,0;635114,0
2010-08;Centro-Oeste;677680,0;56,0;87,0;956,2360655737704;22,934848484848487;7,006060606060606;1,8322033898305083;inverno;677680,0;2010-08;2010;8;635114,0;620129,0;657407,3333333334;677680,0
2010-09;Centro-Oeste;705315,0;182,0;1633,4;952,267741935484;26,26875;7,428985507246377;2,165573770491803;primavera;705315,0;2010-09;2010;9;677680,0;649506,0;660104,6666666666;705315,0
2010-10;Centro-Oeste;721029,0;751,0;6889,6;951,6950819672132;25,377611940298507;8,002857142857144;1,788333333333333;primavera;721029,0;2010-10;2010;10;705315,0;658857,0;672703,0;721029,0
2010-11;Centro-Oeste;706899,0;1000,0;12305,0;950,6530303030304;24,25671641791045;7,385714285714286;1,7212121212121212;primavera;706899,0;2010-11;2010;11;721029,0;665609,0;701341,3333333334;706899,0
2010-12;Centro-Oeste;708846,0;1002,0;11365,4;947,9065573770492;24,693548387096776;7,461428571428571;1,6754098360655738;verão;708846,0;2010-12;2010;12;706899,0;655034,0;711081,0;708846,0
2011-01;Centro-Oeste;704339,0;1106,0;12751,4;948,0283333333332;24,279032258064515;6,975714285714286;1,5983333333333334;verão;704339,0;2011-01;2011;1;708846,0;686131,0;712258,0;704339,0
2011-02;Centro-Oeste;672452,0;963,0;9062,0;947,840350877193;24,16949152542373;6,744776119402985;1,4732142857142858;verão;672452,0;2011-02;2011;2;704339,0;654256,0;706694,6666666666;672452,0
2011-03;Centro-Oeste;697532,0;1161,0;13864,4;950,2774193548388;23,990625;6,642028985507246;1,6596774193548387;outono;697532,0;2011-03;2011;3;672452,0;685415,0;695212,3333333334;697532,0
2011-04;Centro-Oeste;712847,0;669,0;5695,0;951,6266666666668;24,0390625;6,594117647058823;1,4389830508474577;outono;712847,0;2011-04;2011;4;697532,0;688573,0;691441,0;712847,0
2011-05;Centro-Oeste;704884,0;240,0;963,8;953,6142857142856;22,14307692307692;5,626153846153846;1,4903225806451614;outono;704884,0;2011-05;2011;5;712847,0;669588,0;694277,0;704884,0
2011-06;Centro-Oeste;659843,0;255,0;1335,0;954,5630769230768;21,110294117647054;6,476470588235294;1,546031746031746;inverno;659843,0;2011-06;2011;6;704884,0;667520,0;705087,6666666666;659843,0
2011-07;Centro-Oeste;673879,0;155,0;908,0;954,8140625;22,03692307692308;6,595588235294118;1,6875;inverno;673879,0;2011-07;2011;7;659843,0;635114,0;692524,6666666666;673879,0
2011-08;Centro-Oeste;689462,0;148,0;658,2;953,1533333333332;23,746153846153845;7,084615384615384;1,9622950819672127;inverno;689462,0;2011-08;2011;8;673879,0;677680,0;679535,3333333334;689462,0
2011-09;Centro-Oeste;757502,0;284,0;1952,4;956,1318840579712;25,54507042253521;7,647887323943662;2,0357142857142856;primavera;757502,0;2011-09;2011;9;689462,0;705315,0;674394,6666666666;757502,0
2011-10;Centro-Oeste;766759,0;1085,0;12146,2;953,6528571428572;24,672602739726027;7,967567567567568;1,9042857142857144;primavera;766759,0;2011-10;2011;10;757502,0;721029,0;706947,6666666666;766759,0
2011-11;Centro-Oeste;740908,0;966,0;11327,6;953,9028985507248;24,56901408450704;7,441333333333334;1,8185714285714285;primavera;740908,0;2011-11;2011;11;766759,0;706899,0;737907,6666666666;740908,0
2011-12;Centro-Oeste;744657,0;1351,0;14479,4;952,6536231884058;24,59178082191781;7,135897435897436;1,6380281690140843;verão;744657,0;2011-12;2011;12;740908,0;708846,0;755056,3333333334;744657,0
2012-01;Centro-Oeste;726118,0;1451,0;17194,0;952,8955223880596;24,02142857142857;6,832467532467533;1,727536231884058;verão;726118,0;2012-01;2012;1;744657,0;704339,0;750774,6666666666;726118,0
2012-02;Centro-Oeste;727504,0;1116,0;10620,0;953,1650793650794;24,51830985915493;7,273684210526315;1,6328125;verão;727504,0;2012-02;2012;2;726118,0;672452,0;737227,6666666666;727504,0
2012-03;Centro-Oeste;750552,0;1133,0;10367,6;955,3285714285714;24,376;6,988311688311689;1,452112676056338;outono;750552,0;2012-03;2012;3;727504,0;697532,0;732759,6666666666;750552,0
2012-04;Centro-Oeste;774281,0;965,0;7740,4;955,6930555555556;24,38133333333333;6,54025974025974;1,3891891891891892;outono;774281,0;2012-04;2012;4;750552,0;712847,0;734724,6666666666;774281,0
2012-05;Centro-Oeste;752535,0;664,0;4224,8;958,8768115942028;22,40533333333333;6,245454545454546;1,5314285714285714;outono;752535,0;2012-05;2012;5;774281,0;704884,0;750779,0;752535,0
2012-06;Centro-Oeste;739704,0;591,0;4390,4;958,5666666666668;22,066666666666663;6,466233766233766;1,521917808219178;inverno;739704,0;2012-06;2012;6;752535,0;659843,0;759122,6666666666;739704,0
2012-07;Centro-Oeste;692016,0;221,0;382,4;958,1070422535212;21,43918918918919;6,290909090909091;1,6597222222222223;inverno;692016,0;2012-07;2012;7;739704,0;673879,0;755506,6666666666;692016,0
2012-08;Centro-Oeste;752539,0;48,0;123,8;958,623943661972;23,583561643835612;6,856578947368422;2,1527777777777777;inverno;752539,0;2012-08;2012;8;692016,0;689462,0;728085,0;752539,0
2012-09;Centro-Oeste;801211,0;412,0;3740,8;957,1555555555556;25,865333333333336;8,248717948717948;2,013888888888889;primavera;801211,0;2012-09;2012;9;752539,0;757502,0;728086,3333333334;801211,0
2012-10;Centro-Oeste;824192,0;735,0;6736,4;954,9643835616438;26,37333333333333;8,602631578947367;1,978082191780822;primavera;824192,0;2012-10;2012;10;801211,0;766759,0;748588,6666666666;824192,0
2012-11;Centro-Oeste;852344,0;1281,0;15525,4;953,525352112676;24,93918918918919;7,730769230769231;1,6732394366197183;primavera;852344,0;2012-11;2012;11;824192,0;740908,0;792647,3333333334;852344,0
2012-12;Centro-Oeste;809315,0;1281,0;11526,6;952,4786666666666;25,6051948051948;7,51;1,706578947368421;verão;809315,0;2012-12;2012;12;852344,0;744657,0;825915,6666666666;809315,0
2013-01;Centro-Oeste;828781,0;1507,0;19363,4;953,2722222222224;24,68933333333333;7,1225;1,7123287671232876;verão;828781,0;2013-01;2013;1;809315,0;726118,0;828617,0;828781,0
2013-02;Centro-Oeste;796405,0;1287,0;11869,6;954,8585714285716;24,74155844155844;7,110256410256411;1,5746478873239436;verão;796405,0;2013-02;2013;2;828781,0;727504,0;830146,6666666666;796405,0
2013-03;Centro-Oeste;807892,0;1345,0;16145,2;956,090789473684;24,97051282051282;6,739743589743591;1,4766233766233767;outono;807892,0;2013-03;2013;3;796405,0;750552,0;811500,3333333334;807892,0
2013-04;Centro-Oeste;783019,0;1001,0;8719,6;955,8816901408452;23,39610389610389;6,19746835443038;1,3708333333333331;outono;783019,0;2013-04;2013;4;807892,0;774281,0;811026,0;783019,0
2013-05;Centro-Oeste;816136,0;527,0;3078,0;957,9105263157894;22,98205128205128;6,2787500000000005;1,464935064935065;outono;816136,0;2013-05;2013;5;783019,0;752535,0;795772,0;816136,0
2013-06;Centro-Oeste;797911,0;657,0;4377,6;958,5657894736842;22,67820512820513;6,020987654320988;1,3413333333333333;inverno;797911,0;2013-06;2013;6;816136,0;739704,0;802349,0;797911,0
2013-07;Centro-Oeste;772664,0;255,0;869,6;960,5589743589744;21,50125;6,45625;1,7192307692307691;inverno;772664,0;2013-07;2013;7;797911,0;692016,0;799022,0;772664,0
2013-08;Centro-Oeste;816125,0;72,0;77,4;959,535064935065;22,31025641025641;7,348101265822785;2,051948051948052;inverno;816125,0;2013-08;2013;8;772664,0;752539,0;795570,3333333334;816125,0
2013-09;Centro-Oeste;813870,0;483,0;3680,6;957,9376623376623;24,865384615384617;8,08481012658228;2,0844155844155843;primavera;813870,0;2013-09;2013;9;816125,0;801211,0;795566,6666666666;813870,0
2013-10;Centro-Oeste;870074,0;1185,0;11050,2;956,6846153846152;24,969135802469136;7,682716049382716;1,843589743589744;primavera;870074,0;2013-10;2013;10;813870,0;824192,0;800886,3333333334;870074,0
2013-11;Centro-Oeste;913837,0;1189,0;12365,8;954,8571428571428;24,916666666666668;7,188750000000001;1,803896103896104;primavera;913837,0;2013-11;2013;11;870074,0;852344,0;833356,3333333334;913837,0
2013-12;Centro-Oeste;885062,0;1553,0;16892,4;953,2391891891892;24,92692307692308;7,170886075949367;1,7256756756756757;verão;885062,0;2013-12;2013;12;913837,0;809315,0;865927,0;885062,0
2014-01;Centro-Oeste;920875,0;1353,0;12437,2;955,461971830986;24,586111111111112;7,182894736842105;1,532394366197183;verão;920875,0;2014-01;2014;1;885062,0;828781,0;889657,6666666666;920875,0
2014-02;Centro-Oeste;874137,0;1152,0;12818,4;953,2892307692308;24,621739130434783;6,961333333333334;1,668181818181818;verão;874137,0;2014-02;2014;2;920875,0;796405,0;906591,3333333334;874137,0
2014-03;Centro-Oeste;876245,0;1348,0;14728,2;956,6927536231884;24,37945205479452;6,992207792207792;1,4757142857142858;outono;876245,0;2014-03;2014;3;874137,0;807892,0;893358,0;876245,0
2014-04;Centro-Oeste;868377,0;974,0;7421,8;956,4046153846156;24,214492753623187;6,316438356164384;1,36969696969697;outono;868377,0;2014-04;2014;4;876245,0;783019,0;890419,0;868377,0
2014-05;Centro-Oeste;888051,0;593,0;4528,6;956,6223880597014;22,31830985915493;5,8054794520547945;1,339705882352941;outono;888051,0;2014-05;2014;5;868377,0;816136,0;872919,6666666666;888051,0
2014-06;Centro-Oeste;827154,0;361,0;1511,6;957,9602739726027;22,114285714285717;5,966233766233766;1,5689189189189188;inverno;827154,0;2014-06;2014;6;888051,0;797911,0;877557,6666666666;827154,0
2014-07;Centro-Oeste;784886,0;390,0;3579,8;960,3222222222222;21,570666666666668;6,939473684210526;1,667123287671233;inverno;784886,0;2014-07;2014;7;827154,0;772664,0;861194,0;784886,0
2014-08;Centro-Oeste;864433,0;98,0;344,2;958,3666666666666;23,991891891891893;6,664935064935065;1,7068493150684931;inverno;864433,0;2014-08;2014;8;784886,0;816125,0;833363,6666666666;864433,0
2014-09;Centro-Oeste;914142,0;574,0;5071,8;955,5191780821916;25,96216216216216;7,376250000000001;1,874324324324324;primavera;914142,0;2014-09;2014;9;864433,0;813870,0;825491,0;914142,0
2014-10;Centro-Oeste;1006315,0;574,0;4653,6;954,1704225352114;26,495890410958904;7,825641025641025;1,8208333333333333;primavera;1006315,0;2014-10;2014;10;914142,0;870074,0;854487,0;1006315,0
2014-11;Centro-Oeste;969551,0;1174,0;12763,2;952,013698630137;24,82435897435897;7,092499999999999;1,5608108108108107;primavera;969551,0;2014-11;2014;11;1006315,0;913837,0;928296,6666666666;969551,0
2014-12;Centro-Oeste;897948,0;1430,0;15556,0;954,7712328767124;24,605263157894736;6,854320987654321;1,5783783783783782;verão;897948,0;2014-12;2014;12;969551,0;885062,0;963336,0;897948,0
2015-01;Centro-Oeste;989503,0;1037,0;7580,8;956,0180555555556;25,596;7,3925;1,426388888888889;verão;989503,0;2015-01;2015;1;897948,0;920875,0;957938,0;989503,0
2015-02;Centro-Oeste;936289,0;1124,0;10995,4;955,7140845070422;24,687671232876717;6,917105263157896;1,532394366197183;verão;936289,0;2015-02;2015;2;989503,0;874137,0;952334,0;936289,0
2015-03;Centro-Oeste;828374,0;1195,0;10434,2;954,2514285714286;24,239436619718308;6,652;1,2971014492753623;outono;828374,0;2015-03;2015;3;936289,0;876245,0;941246,6666666666;828374,0
2015-04;Centro-Oeste;841785,0;926,0;8557,4;955,2969696969697;24,248529411764707;5,730555555555556;1,1893939393939394;outono;841785,0;2015-04;2015;4;828374,0;868377,0;918055,3333333334;841785,0
2015-05;Centro-Oeste;878861,0;665,0;5178,6;957,4385714285714;22,59285714285714;5,9013333333333335;1,387142857142857;outono;878861,0;2015-05;2015;5;841785,0;888051,0;868816,0;878861,0
2015-06;Centro-Oeste;850268,0;246,0;962,0;956,5777777777778;22,077611940298507;5,939726027397261;1,5555555555555556;inverno;850268,0;2015-06;2015;6;878861,0;827154,0;849673,3333333334;850268,0
2015-07;Centro-Oeste;819639,0;294,0;2148,4;953,427868852459;22,1469696969697;6,491780821917808;1,596666666666667;inverno;819639,0;2015-07;2015;7;850268,0;784886,0;856971,3333333334;819639,0
2015-08;Centro-Oeste;846311,0;104,0;610,4;955,0171875;24,263768115942028;6,782894736842105;1,7761904761904763;inverno;846311,0;2015-08;2015;8;819639,0;864433,0;849589,3333333334;846311,0
2015-09;Centro-Oeste;941162,0;398,0;4656,8;953,7223880597016;26,24927536231884;7,7376623376623375;1,740909090909091;primavera;941162,0;2015-09;2015;9;846311,0;914142,0;838739,3333333334;941162,0
2015-10;Centro-Oeste;1008380,0;662,0;6277,4;953,6464788732394;26,749295774647887;7,922784810126582;1,8428571428571427;primavera;1008380,0;2015-10;2015;10;941162,0;1006315,0;869037,3333333334;1008380,0
2015-11;Centro-Oeste;995736,0;1106,0;11785,2;952,1763888888888;25,78421052631579;7,940506329113924;1,6323943661971831;primavera;995736,0;2015-11;2015;11;1008380,0;969551,0;931951,0;995736,0
2015-12;Centro-Oeste;928685,0;1196,0;10602,0;952,7144927536232;25,68378378378378;7,363291139240506;1,5637681159420291;verão;928685,0;2015-12;2015;12;995736,0;897948,0;981759,3333333334;928685,0
2016-01;Centro-Oeste;958648,0;1464,0;18362,0;950,5072463768116;24,81527777777778;6,662162162162162;1,6897058823529412;verão;958648,0;2016-01;2016;1;928685,0;989503,0;977600,3333333334;958648,0
2016-02;Centro-Oeste;916030,0;1056,0;7964,4;952,7042253521126;25,68082191780822;6,98918918918919;1,4171428571428573;verão;916030,0;2016-02;2016;2;958648,0;936289,0;961023,0;916030,0
2016-03;Centro-Oeste;934360,0;1122,0;10297,0;955,9704225352112;25,08904109589041;6,517105263157895;1,3957142857142857;outono;934360,0;2016-03;2016;3;916030,0;828374,0;934454,3333333334;934360,0
2016-04;Centro-Oeste;1001892,0;417,0;2585,8;954,4308823529412;25,26086956521739;6,345333333333333;1,4104477611940298;outono;1001892,0;2016-04;2016;4;934360,0;841785,0;936346,0;1001892,0
2016-05;Centro-Oeste;884863,0;458,0;3138,6;957,6597222222222;22,949333333333332;5,554430379746836;1,321917808219178;outono;884863,0;2016-05;2016;5;1001892,0;878861,0;950760,6666666666;884863,0
2016-06;Centro-Oeste;850866,0;343,0;1179,4;961,0416666666666;21,20921052631579;5,375;1,3736111111111111;inverno;850866,0;2016-06;2016;6;884863,0;850268,0;940371,6666666666;850866,0
