Data;DataExcel;Regiao;Sistema;Classe;TipoConsumidor;Consumo;Consumidores;DataVersao
20201201;01/12/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;134.231,1;673.937;22/09/2025
20201201;01/12/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;174.032,9;663.898;22/09/2025
20201201;01/12/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;6.377.693,3;33.584.321;22/09/2025
20201201;01/12/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;278,5;1;22/09/2025
20201201;01/12/2020;Sul;SUL;Residencial;Cativo;2.116.828,3;10.645.484;22/09/2025
20201101;01/11/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;227,9;825;22/09/2025
20201101;01/11/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.221.330,0;5.771.728;22/09/2025
20201101;01/11/2020;Nordeste;NORDESTE;Residencial;Cativo;2.355.467,7;17.593.629;22/09/2025
20201101;01/11/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;324.119,5;2.306.418;22/09/2025
20201101;01/11/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;501,0;660;22/09/2025
20201101;01/11/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;627.895,9;3.551.952;22/09/2025
20201101;01/11/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;136.694,0;672.047;22/09/2025
20201101;01/11/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;161.441,0;623.290;22/09/2025
20201101;01/11/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.998.796,6;33.428.564;22/09/2025
20201101;01/11/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;438,2;1;22/09/2025
20201101;01/11/2020;Sul;SUL;Residencial;Cativo;1.950.981,2;10.617.205;22/09/2025
20201001;01/10/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;232,6;811;22/09/2025
20201001;01/10/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.306.373,0;5.757.717;22/09/2025
20201001;01/10/2020;Nordeste;NORDESTE;Residencial;Cativo;2.297.976,0;17.540.807;22/09/2025
20201001;01/10/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;329.654,8;2.311.061;22/09/2025
20201001;01/10/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;398,0;657;22/09/2025
20201001;01/10/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;645.352,7;3.544.115;22/09/2025
20201001;01/10/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;139.182,3;675.745;22/09/2025
20201001;01/10/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;176.488,6;623.274;22/09/2025
20201001;01/10/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;6.241.000,0;33.426.088;22/09/2025
20201001;01/10/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;391,9;1;22/09/2025
20201001;01/10/2020;Sul;SUL;Residencial;Cativo;1.953.028,3;10.592.143;22/09/2025
20200901;01/09/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;209,8;802;22/09/2025
20200901;01/09/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.154.381,9;5.742.211;22/09/2025
20200901;01/09/2020;Nordeste;NORDESTE;Residencial;Cativo;2.144.376,8;17.507.612;22/09/2025
20200901;01/09/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;313.750,8;2.292.029;22/09/2025
20200901;01/09/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;436,0;656;22/09/2025
20200901;01/09/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;636.541,5;3.515.055;22/09/2025
20200901;01/09/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;136.072,3;665.772;22/09/2025
20200901;01/09/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;169.296,2;621.680;22/09/2025
20200901;01/09/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.756.389,6;33.469.000;22/09/2025
20200901;01/09/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;397,6;1;22/09/2025
20200901;01/09/2020;Sul;SUL;Residencial;Cativo;1.928.535,8;10.566.968;22/09/2025
20200801;01/08/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;188,2;789;22/09/2025
20200801;01/08/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.050.540,3;5.727.287;22/09/2025
20200801;01/08/2020;Nordeste;NORDESTE;Residencial;Cativo;2.053.441,0;17.499.198;22/09/2025
20200801;01/08/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;300.214,6;2.284.305;22/09/2025
20200801;01/08/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;387,0;658;22/09/2025
20200801;01/08/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;617.252,1;3.501.141;22/09/2025
20200801;01/08/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;125.280,6;660.778;22/09/2025
20200801;01/08/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;153.551,1;617.215;22/09/2025
20200801;01/08/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.671.006,7;33.367.764;22/09/2025
20200801;01/08/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;479,8;1;22/09/2025
20200801;01/08/2020;Sul;SUL;Residencial;Cativo;1.879.434,4;10.531.949;22/09/2025
20200701;01/07/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;201,0;770;22/09/2025
20200701;01/07/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;999.691,9;5.692.834;22/09/2025
20200701;01/07/2020;Nordeste;NORDESTE;Residencial;Cativo;2.119.892,1;17.416.792;22/09/2025
20200701;01/07/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;300.985,7;2.280.650;22/09/2025
20200701;01/07/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;397,0;657;22/09/2025
20200701;01/07/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;611.716,0;3.489.310;22/09/2025
20200701;01/07/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;122.061,9;664.809;22/09/2025
20200701;01/07/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;139.448,3;611.853;22/09/2025
20200701;01/07/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.496.042,2;33.144.949;22/09/2025
20200701;01/07/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;290,1;1;22/09/2025
20200701;01/07/2020;Sul;SUL;Residencial;Cativo;1.915.802,0;10.496.721;22/09/2025
20200601;01/06/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;182,4;769;22/09/2025
20200601;01/06/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;961.665,4;5.683.259;22/09/2025
20200601;01/06/2020;Nordeste;NORDESTE;Residencial;Cativo;2.128.222,2;17.432.932;22/09/2025
20200601;01/06/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;296.056,4;2.283.594;22/09/2025
20200601;01/06/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;431,0;658;22/09/2025
20200601;01/06/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;583.915,9;3.496.671;22/09/2025
20200601;01/06/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;116.597,2;637.355;22/09/2025
20200601;01/06/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;128.848,4;563.089;22/09/2025
20200601;01/06/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.400.207,4;32.962.550;22/09/2025
20200601;01/06/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;495,7;1;22/09/2025
20200601;01/06/2020;Sul;SUL;Residencial;Cativo;1.779.342,7;10.469.397;22/09/2025
20200501;01/05/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;174,8;765;22/09/2025
20200501;01/05/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.069.684,0;5.666.492;22/09/2025
20200501;01/05/2020;Nordeste;NORDESTE;Residencial;Cativo;2.304.873,8;17.316.861;22/09/2025
20200501;01/05/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;282.196,4;2.278.223;22/09/2025
20200501;01/05/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;508,0;659;22/09/2025
20200501;01/05/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;564.800,4;3.482.238;22/09/2025
20200501;01/05/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;117.486,5;637.837;22/09/2025
20200501;01/05/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;139.580,8;552.362;22/09/2025
20200501;01/05/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.426.089,4;32.701.053;22/09/2025
20200501;01/05/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;472,0;1;22/09/2025
20200501;01/05/2020;Sul;SUL;Residencial;Cativo;1.850.035,8;10.456.483;22/09/2025
20200401;01/04/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;190,4;767;22/09/2025
20200401;01/04/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.151.087,5;5.638.775;22/09/2025
20200401;01/04/2020;Nordeste;NORDESTE;Residencial;Cativo;2.384.008,1;17.741.183;22/09/2025
20200401;01/04/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;283.182,9;2.271.432;22/09/2025
20200401;01/04/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;640,0;658;22/09/2025
20200401;01/04/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;556.611,6;3.464.014;22/09/2025
20200401;01/04/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;127.951,6;647.599;22/09/2025
20200401;01/04/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;140.566,5;573.600;22/09/2025
20200401;01/04/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.677.758,7;32.662.474;22/09/2025
20200401;01/04/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;469,0;1;22/09/2025
20200401;01/04/2020;Sul;SUL;Residencial;Cativo;1.995.891,9;10.434.478;22/09/2025
20200301;01/03/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;164,5;762;22/09/2025
20200301;01/03/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.084.060,0;5.615.405;22/09/2025
20200301;01/03/2020;Nordeste;NORDESTE;Residencial;Cativo;2.329.096,4;17.350.887;22/09/2025
20200301;01/03/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;269.797,2;2.271.686;22/09/2025
20200301;01/03/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;734,0;656;22/09/2025
20200301;01/03/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;543.238,5;3.472.135;22/09/2025
20200301;01/03/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;125.831,5;650.300;22/09/2025
20200301;01/03/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;140.132,8;600.514;22/09/2025
20200301;01/03/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.894.163,5;33.087.495;22/09/2025
20200301;01/03/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;443,6;1;22/09/2025
20200301;01/03/2020;Sul;SUL;Residencial;Cativo;2.044.196,9;10.441.182;22/09/2025
20200201;01/02/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;188,1;758;22/09/2025
20200201;01/02/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.098.998,5;5.631.135;22/09/2025
20200201;01/02/2020;Nordeste;NORDESTE;Residencial;Cativo;2.189.314,8;17.287.099;22/09/2025
20200201;01/02/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;266.899,0;2.268.711;22/09/2025
20200201;01/02/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;666,0;657;22/09/2025
20200201;01/02/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;537.580,6;3.463.589;22/09/2025
20200201;01/02/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;114.418,1;647.289;22/09/2025
20200201;01/02/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;143.850,0;597.609;22/09/2025
20200201;01/02/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.889.883,7;32.988.786;22/09/2025
20200201;01/02/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;332,6;1;22/09/2025
20200201;01/02/2020;Sul;SUL;Residencial;Cativo;2.141.096,9;10.421.704;22/09/2025
20200101;01/01/2020;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;174,8;745;22/09/2025
20200101;01/01/2020;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.114.297,2;5.628.702;22/09/2025
20200101;01/01/2020;Nordeste;NORDESTE;Residencial;Cativo;2.309.045,1;17.197.228;22/09/2025
20200101;01/01/2020;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;281.112,5;2.293.360;22/09/2025
20200101;01/01/2020;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;661,0;654;22/09/2025
20200101;01/01/2020;Norte;NORTE INTERLIGADO;Residencial;Cativo;546.341,2;3.476.998;22/09/2025
20200101;01/01/2020;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;118.635,9;651.494;22/09/2025
20200101;01/01/2020;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;134.576,9;594.820;22/09/2025
20200101;01/01/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;6.159.192,6;33.001.268;22/09/2025
20200101;01/01/2020;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;247,9;1;22/09/2025
20200101;01/01/2020;Sul;SUL;Residencial;Cativo;2.244.223,4;10.409.787;22/09/2025
20191201;01/12/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;188,0;744;22/09/2025
20191201;01/12/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.086.616,6;5.611.058;22/09/2025
20191201;01/12/2019;Nordeste;NORDESTE;Residencial;Cativo;2.368.804,4;17.283.478;22/09/2025
20191201;01/12/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;305.200,2;2.276.955;22/09/2025
20191201;01/12/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;688,0;652;22/09/2025
20191201;01/12/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;581.878,6;3.464.709;22/09/2025
20191201;01/12/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;118.487,4;650.247;22/09/2025
20191201;01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;137.399,4;584.452;22/09/2025
20191201;01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.682.520,0;32.957.391;22/09/2025
20191201;01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;343,9;1;22/09/2025
20191201;01/12/2019;Sul;SUL;Residencial;Cativo;1.918.579,3;10.502.951;22/09/2025
20191101;01/11/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;189,3;736;22/09/2025
20191101;01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.139.208,0;5.592.305;22/09/2025
20191101;01/11/2019;Nordeste;NORDESTE;Residencial;Cativo;2.268.508,5;17.162.846;22/09/2025
20191101;01/11/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;296.133,1;2.269.113;22/09/2025
20191101;01/11/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;647,0;646;22/09/2025
20191101;01/11/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;579.585,3;3.467.985;22/09/2025
20191101;01/11/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;120.426,9;647.920;22/09/2025
20191101;01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;137.476,8;579.681;22/09/2025
20191101;01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.967.530,8;33.085.055;22/09/2025
20191101;01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;384,9;1;22/09/2025
20191101;01/11/2019;Sul;SUL;Residencial;Cativo;1.913.587,3;10.468.025;22/09/2025
20191001;01/10/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;192,4;731;22/09/2025
20191001;01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.160.119,2;5.595.915;22/09/2025
20191001;01/10/2019;Nordeste;NORDESTE;Residencial;Cativo;2.175.540,3;17.263.314;22/09/2025
20191001;01/10/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;291.642,7;2.264.161;22/09/2025
20191001;01/10/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;603,0;637;22/09/2025
20191001;01/10/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;555.712,7;3.455.755;22/09/2025
20191001;01/10/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;130.317,8;647.003;22/09/2025
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;140.897,7;580.421;22/09/2025
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.667.901,1;33.003.704;22/09/2025
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;429,9;1;22/09/2025
20191001;01/10/2019;Sul;SUL;Residencial;Cativo;1.849.757,1;10.446.549;22/09/2025
20190901;01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;191,9;728;22/09/2025
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.112.680,1;5.574.493;22/09/2025
20190901;01/09/2019;Nordeste;NORDESTE;Residencial;Cativo;1.975.808,2;17.183.593;22/09/2025
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;286.869,6;2.257.278;22/09/2025
20190901;01/09/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;537,0;620;22/09/2025
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;589.285,2;3.449.609;22/09/2025
20190901;01/09/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;117.029,0;646.478;22/09/2025
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;149.459,1;592.129;22/09/2025
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.376.073,6;32.947.379;22/09/2025
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;354,6;1;22/09/2025
20190901;01/09/2019;Sul;SUL;Residencial;Cativo;1.770.890,7;10.425.768;22/09/2025
20190801;01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;180,5;722;22/09/2025
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;963.596,2;5.559.984;22/09/2025
20190801;01/08/2019;Nordeste;NORDESTE;Residencial;Cativo;1.929.287,5;17.202.958;22/09/2025
20190801;01/08/2019;Nordeste;NORDESTE;Residencial;Livre;0,2;0;22/09/2025
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;276.293,4;2.259.129;22/09/2025
20190801;01/08/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;550,0;620;22/09/2025
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;576.677,6;3.446.342;22/09/2025
20190801;01/08/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;108.900,2;646.691;22/09/2025
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;132.293,2;589.533;22/09/2025
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.201.457,5;32.913.601;22/09/2025
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;362,7;1;22/09/2025
20190801;01/08/2019;Sul;SUL;Residencial;Cativo;1.797.404,7;10.412.430;22/09/2025
20190701;01/07/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;185,1;717;22/09/2025
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;930.622,7;5.550.018;22/09/2025
20190701;01/07/2019;Nordeste;NORDESTE;Residencial;Cativo;2.028.964,0;17.040.171;22/09/2025
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;270.973,0;2.298.147;22/09/2025
20190701;01/07/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;565,0;619;22/09/2025
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;558.514,9;3.443.119;22/09/2025
20190701;01/07/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;113.543,5;646.064;22/09/2025
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;135.382,3;585.232;22/09/2025
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.151.833,4;32.899.968;22/09/2025
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;484,6;1;22/09/2025
20190701;01/07/2019;Sul;SUL;Residencial;Cativo;1.761.217,5;10.400.477;22/09/2025
20190601;01/06/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;171,2;713;22/09/2025
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;953.407,2;5.535.865;22/09/2025
20190601;01/06/2019;Nordeste;NORDESTE;Residencial;Cativo;2.063.349,2;17.093.945;22/09/2025
20190601;01/06/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;266.282,3;2.263.944;22/09/2025
20190601;01/06/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;554,0;610;22/09/2025
20190601;01/06/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;552.167,1;3.436.837;22/09/2025
20190601;01/06/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;105.957,4;644.183;22/09/2025
20190601;01/06/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;124.281,5;580.482;22/09/2025
20190601;01/06/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.269.332,2;32.858.189;22/09/2025
20190601;01/06/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;369,0;1;22/09/2025
20190601;01/06/2019;Sul;SUL;Residencial;Cativo;1.714.445,2;10.384.676;22/09/2025
20190501;01/05/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;172,8;704;22/09/2025
20190501;01/05/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.051.305,4;5.528.244;22/09/2025
20190501;01/05/2019;Nordeste;NORDESTE;Residencial;Cativo;2.218.003,6;17.083.899;22/09/2025
20190501;01/05/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;271.634,9;2.269.244;22/09/2025
20190501;01/05/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;603,0;609;22/09/2025
20190501;01/05/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;529.440,4;3.420.298;22/09/2025
20190501;01/05/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;115.839,6;643.091;22/09/2025
20190501;01/05/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;132.006,9;579.424;22/09/2025
20190501;01/05/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.785.051,0;32.842.211;22/09/2025
20190501;01/05/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;361,5;1;22/09/2025
20190501;01/05/2019;Sul;SUL;Residencial;Cativo;1.822.174,5;10.375.660;22/09/2025
20190401;01/04/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;159,7;703;22/09/2025
20190401;01/04/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.019.046,8;5.512.659;22/09/2025
20190401;01/04/2019;Nordeste;NORDESTE;Residencial;Cativo;2.121.324,0;17.051.218;22/09/2025
20190401;01/04/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;259.549,3;2.260.133;22/09/2025
20190401;01/04/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;548,0;608;22/09/2025
20190401;01/04/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;499.360,8;3.405.794;22/09/2025
20190401;01/04/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;123.293,2;640.506;22/09/2025
20190401;01/04/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;129.224,3;579.869;22/09/2025
20190401;01/04/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.609.941,4;32.764.272;22/09/2025
20190401;01/04/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;336,4;1;22/09/2025
20190401;01/04/2019;Sul;SUL;Residencial;Cativo;1.806.674,3;10.356.653;22/09/2025
20190301;01/03/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;150,4;703;22/09/2025
20190301;01/03/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.038.656,0;5.497.970;22/09/2025
20190301;01/03/2019;Nordeste;NORDESTE;Residencial;Cativo;2.282.211,2;17.022.092;22/09/2025
20190301;01/03/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;258.375,2;2.255.132;22/09/2025
20190301;01/03/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;661,0;610;22/09/2025
20190301;01/03/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;492.091,8;3.404.593;22/09/2025
20190301;01/03/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;117.402,4;641.123;22/09/2025
20190301;01/03/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;122.251,0;578.423;22/09/2025
20190301;01/03/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;6.071.988,4;32.732.013;22/09/2025
20190301;01/03/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;338,3;1;22/09/2025
20190301;01/03/2019;Sul;SUL;Residencial;Cativo;1.999.924,1;10.333.704;22/09/2025
20190201;01/02/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;151,3;701;22/09/2025
