Nome: PORANGATU
Codigo Estacao: A005
Latitude: -13.30944444
Longitude: -49.11749999
Altitude: 365
Situacao: Operante
Data Inicial: 2004-01-01
Data Final: 2025-08-01
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2014-07-31;null;null;null;null;null;null;
2014-08-31;null;null;null;null;null;null;
2014-09-30;null;null;null;null;null;null;
2014-10-31;null;null;null;null;null;null;
2014-11-30;null;null;null;null;null;null;
2014-12-31;null;null;null;null;null;null;
2015-01-31;null;null;null;null;null;null;
2015-02-28;null;null;null;null;null;null;
2015-03-31;null;null;null;null;null;null;
2015-04-30;null;null;null;null;null;null;
2015-05-31;null;null;null;null;null;null;
2015-06-30;null;null;null;null;null;null;
2015-07-31;null;null;null;null;null;null;
2015-08-31;null;null;null;null;null;null;
2015-09-30;null;null;null;null;null;null;
2015-10-31;null;null;null;null;null;null;
2015-11-30;null;null;null;null;null;null;
2015-12-31;null;null;null;null;null;null;
2016-01-31;null;null;null;null;null;null;
2016-02-29;null;null;null;null;null;null;
2016-03-31;null;null;null;null;null;null;
2016-04-30;null;null;null;null;null;null;
2016-05-31;null;null;null;null;null;null;
2016-06-30;null;null;null;null;null;null;
2016-07-31;null;null;null;null;null;null;
2016-08-31;null;null;null;null;null;null;
2016-09-30;null;null;null;null;null;null;
2016-10-31;null;null;null;null;null;null;
2016-11-30;null;null;null;null;null;null;
2016-12-31;null;null;null;null;null;null;
2017-01-31;null;null;null;null;null;null;
2017-02-28;null;null;null;null;null;null;
2017-03-31;null;null;null;null;null;null;
2017-04-30;null;null;null;null;null;null;
2017-05-31;null;null;null;null;null;null;
2017-06-30;null;null;null;null;null;null;
2017-07-31;null;null;null;null;null;null;
2017-08-31;null;null;null;null;null;null;
2017-09-30;null;null;null;null;null;null;
2017-10-31;null;null;null;null;null;null;
2017-11-30;null;null;null;null;null;null;
2017-12-31;null;null;null;null;null;null;
2018-01-31;null;null;null;null;null;null;
2018-02-28;null;null;null;null;null;null;
2018-03-31;null;null;null;null;null;null;
2018-04-30;null;null;null;null;null;null;
2018-05-31;null;null;null;null;null;null;
2018-06-30;null;null;null;null;null;null;
2018-07-31;null;null;null;null;null;null;
2018-08-31;null;null;null;null;null;null;
2018-09-30;3;null;null;29,4;6,4;null;
2018-10-31;14;145;968,7;27,2;8,4;1,3;
2018-11-30;17;175,8;968,7;26;5,1;1,2;
2018-12-31;14;268,6;970,1;25,8;7,4;1,3;
2019-01-31;12;128,6;970,7;26,6;7,2;1,1;
2019-02-28;15;221,8;969,9;26,1;5,5;,9;
2019-03-31;17;277;970,3;25,7;4,9;1;
2019-04-30;10;78,6;970,2;26,6;4,2;,8;
2019-05-31;4;2,8;970,3;27,3;6,2;1;
2019-06-30;0;0;973;26,2;4,9;1,5;
2019-07-31;0;0;972,8;26,2;4,9;1,5;
2019-08-31;null;0;972,9;28,2;5,7;1,5;
2019-09-30;1;5,8;969,7;30,4;6,2;1,4;
2019-10-31;6;88;968,6;28,1;5,9;1,3;
2019-11-30;12;99;968;27,2;6,9;1,2;
2019-12-31;16;226,4;968,4;26,9;8;1,2;
2020-01-31;21;347;969,6;25,8;6,4;1,2;
2020-02-29;18;174,6;970,2;25,9;4,6;1,1;
2020-03-31;20;172,4;970;25,6;4,4;,9;
2020-04-30;11;112,6;971;26,2;4,2;,9;
2020-05-31;3;7;972,2;26;4,4;1,1;
2020-06-30;0;0;972,7;25,5;4,8;1,2;
2020-07-31;null;null;null;null;3,9;null;
2020-08-31;null;null;null;null;null;null;
2020-09-30;null;null;null;null;null;null;
2020-10-31;null;null;null;null;null;null;
2020-11-30;null;null;null;null;null;null;
2020-12-31;null;null;null;null;null;null;
2021-01-31;null;null;null;null;null;null;
2021-02-28;null;null;null;null;null;null;
2021-03-31;null;null;null;null;null;null;
2021-04-30;null;null;null;null;3,9;null;
2021-05-31;null;null;null;null;3,7;null;
2021-06-30;null;null;null;null;4,4;null;
2021-07-31;null;null;null;null;5,6;null;
2021-08-31;null;null;null;null;4,7;null;
2021-09-30;4;26,2;969,7;29,6;8,5;1,1;
2021-10-31;12;158,4;969;27,3;7,8;1,1;
2021-11-30;15;null;968,6;25,5;5,3;,9;
2021-12-31;23;492,6;967,9;24,9;4,1;1;
2022-01-31;25;313,6;969,5;25,2;6;1,1;
2022-02-28;17;null;969,4;25,6;6,2;,9;
2022-03-31;17;186;969,3;25,7;9,3;,8;
2022-04-30;8;38,2;969,5;26,8;5,1;,8;
2022-05-31;0;0;971,7;25,5;5,7;1,1;
2022-06-30;0;0;971,5;25,8;4,1;1,1;
2022-07-31;0;0;972,6;25,7;5;1,2;
2022-08-31;0;0;971,3;27,9;5,5;1,5;
2022-09-30;2;13,8;969,8;28,8;7,4;1,4;
2022-10-31;7;98,4;968,6;29;8,1;1,4;
2022-11-30;16;null;968,7;25,4;6,8;1,1;
2022-12-31;20;null;968,7;24,5;7,7;1;
2023-01-31;10;null;970,1;25,3;5,5;,9;
2023-02-28;11;null;969,8;26,9;6,3;1;
2023-03-31;16;null;970,2;25,7;4,7;1;
2023-04-30;10;21,6;969,7;26,4;5;,8;
2023-05-31;2;10,2;971,3;26,8;4;1;
2023-06-30;null;null;972,8;26,6;3,6;1,1;
2023-07-31;null;null;null;null;null;null;
2023-08-31;null;null;null;null;null;null;
2023-09-30;null;null;null;null;null;null;
2023-10-31;9;null;968,4;29,9;6,9;1,2;
2023-11-30;13;null;968,3;28,5;7,4;1,1;
2023-12-31;8;null;968,6;28,5;6,1;1,3;
2024-01-31;12;null;970;25,8;6,6;1;
2024-02-29;11;null;970,7;26,4;6,2;1;
2024-03-31;11;null;970;27,1;6;,8;
2024-04-30;15;71,6;969,9;27,3;6,7;,7;
2024-05-31;0;0;971;27,6;4,1;1;
2024-06-30;0;0;972,8;26;3,9;1,1;
2024-07-31;0;0;973,8;26,1;4,9;1,1;
2024-08-31;0;0;972,5;28,1;5,2;1,4;
2024-09-30;null;null;969,7;30,7;5,9;1,3;
2024-10-31;7;null;969;29;5,5;1,2;
2024-11-30;12;null;968,7;null;6,5;1;
2024-12-31;16;null;969,1;26,5;4,9;,8;
2025-01-31;14;null;969,4;25,8;5,4;1;
2025-02-28;8;null;969,6;25,9;4,8;,8;
2025-03-31;15;null;970;26,9;8;,9;
2025-04-30;11;118,8;969,5;26,8;5,8;,7;
2025-05-31;2;6,8;972;26,7;3,4;1;
2025-06-30;0;0;972,7;26,1;4,5;1;
2025-07-31;0;0;973,9;26;3,8;1;
2025-08-31;0;0;972,1;28,1;5,5;1,1;

